image_id,healthy,multiple_diseases,rust,scab
Test_121,3.8836545334904396e-15,5.947211434431665e-07,0.9999994039535522,6.91297286081749e-09
Test_122,2.9319217192957936e-11,9.86639292932523e-07,0.9999990463256836,1.231774404697461e-10
Test_123,2.0118542387592697e-09,0.00010963594104396179,0.9998903274536133,3.892536071248287e-08
Test_124,2.6912420736380227e-08,5.078520075585402e-07,3.0178377574685555e-09,0.9999995231628418
Test_125,7.520024496443511e-07,0.8316157460212708,3.9096204318411765e-07,0.16838300228118896
Test_126,0.9999947547912598,2.5864718367074602e-08,4.152256224188022e-06,1.0337439562135842e-06
Test_127,2.2126204868300192e-08,0.02905539609491825,5.374496936383366e-08,0.9709445834159851
Test_128,8.690559383239815e-09,1.597936534381006e-05,0.9968282580375671,0.003155717859044671
Test_129,3.221126689822995e-06,0.002444641664624214,0.9975009560585022,5.108533878228627e-05
Test_130,6.964125109920616e-11,0.0012305732816457748,2.015064337612671e-09,0.9987693428993225
Test_131,2.3618345057485612e-09,4.13493125961395e-07,1.0109532100344154e-09,0.9999996423721313
Test_132,0.9999988079071045,7.860154482841608e-08,1.0804059229485574e-06,1.9131967121666094e-08
Test_133,1.272473770796978e-08,0.0006823688745498657,4.188688507156257e-09,0.9993176460266113
Test_134,0.00010433170245960355,2.244998427158862e-07,2.6426016574987443e-07,0.9998952150344849
Test_135,3.143027527130471e-08,0.005544975865632296,0.9942026734352112,0.00025230649043805897
Test_136,1.6248344336666776e-10,1.562856482451025e-06,1.7419939934981699e-09,0.9999984502792358
Test_137,6.138578534375938e-09,4.7956305934349075e-05,0.9999520778656006,5.297069805010324e-08
Test_138,5.768943309170105e-11,2.5752035526238615e-07,0.9999997615814209,8.406039753161565e-10
Test_139,0.9999971389770508,6.216833159378155e-10,2.5013468984980136e-07,2.6140980935451807e-06
Test_140,0.04350580647587776,0.001852985704317689,0.9536821246147156,0.00095909065566957
Test_141,1.7289175646695298e-10,2.1532594374207292e-08,1.9890393776478277e-09,1.0
Test_142,2.3845225314289564e-06,7.391776307485998e-05,0.00011859816731885076,0.9998051524162292
Test_143,0.9820266366004944,0.012815573252737522,0.000125033751828596,0.005032849498093128
Test_144,0.9999549388885498,7.550088412244804e-06,2.256024890812114e-05,1.4947635463613551e-05
Test_145,0.03562275692820549,0.844523012638092,0.0039813765324652195,0.11587293446063995
Test_146,6.175598699087459e-09,2.2671802071272396e-06,0.999996542930603,1.1402532891224837e-06
Test_147,1.9156334504777384e-13,3.9249461458723545e-09,1.0,5.3514435938151195e-11
Test_148,0.9996658563613892,6.930579843356099e-07,2.7057867555413395e-05,0.0003063688927795738
Test_149,0.12239177525043488,0.17314182221889496,0.2368311733007431,0.46763527393341064
Test_150,1.6231440440606093e-06,0.0014946411829441786,1.1338553917994432e-07,0.9985036849975586
Test_151,1.1148351575229754e-08,0.0001471181312808767,0.9998525381088257,3.102246068920067e-07
Test_152,3.5012124044442317e-06,0.12403912842273712,0.8759403824806213,1.690672434051521e-05
Test_153,5.58596113808818e-10,2.561991277616471e-05,9.046008941915318e-10,0.9999743700027466
Test_154,7.865596529654795e-08,0.00028540004859678447,0.9997125267982483,2.0477307316468796e-06
Test_155,2.8479992669749876e-11,4.533189894573297e-06,0.9999953508377075,6.505904082132474e-08
Test_156,2.830580747570366e-08,8.92421758180717e-06,3.8027746995794587e-06,0.9999872446060181
Test_157,8.985925524029881e-05,4.1703515307744965e-05,0.9998440742492676,2.4262562874355353e-05
Test_158,1.2028950280296158e-08,1.6173507901839912e-05,3.895254607755305e-08,0.9999837875366211
Test_159,3.3234545782079294e-08,8.128050126288144e-07,0.9999991655349731,5.585655493689501e-09
Test_160,0.9985829591751099,0.00010865243530133739,0.00022113765589892864,0.001087272074073553
Test_161,5.3996918722987175e-05,3.349801045260392e-05,4.744634679809678e-06,0.9999077320098877
Test_162,3.581923924134145e-10,2.3247998797160108e-06,0.999997615814209,9.839926207177996e-09
Test_163,2.57757019426208e-05,0.7044928073883057,0.29540154337882996,7.986603304743767e-05
Test_164,0.0006345299771055579,0.0004536485648714006,4.2151361412834376e-05,0.9988695979118347
Test_165,3.30876333276553e-11,1.0314506653230637e-05,5.236747147030485e-10,0.9999896287918091
Test_166,1.3475765642256832e-14,5.799612526335984e-12,1.0,9.471794459869898e-10
Test_167,2.2895159190738923e-07,2.8464087336033117e-06,0.9999967813491821,1.5896247873570246e-07
Test_168,4.678679943026509e-06,0.46497878432273865,0.3969031274318695,0.1381133794784546
Test_169,1.946881639014464e-06,2.013694029301405e-06,0.9999884366989136,7.62984109314857e-06
Test_170,9.047836329045822e-07,4.832421109313145e-05,1.6195050633882602e-08,0.9999507665634155
Test_171,3.1927856625896256e-12,1.5261711894254404e-07,0.9999998807907104,4.3647126801715785e-08
Test_172,3.982587770678947e-08,0.2562786638736725,0.7437160015106201,5.240432983555365e-06
Test_173,2.079685300923964e-13,2.0223109231665148e-07,0.9999997615814209,8.506899611820939e-13
Test_174,0.007657879963517189,0.00025285183801315725,2.5353381715831347e-05,0.9920639395713806
Test_175,0.99863201379776,0.0006845670286566019,2.4587154257460497e-05,0.0006588821415789425
Test_176,1.8357438902327772e-09,4.027241175208474e-06,0.9999943971633911,1.4915863175701816e-06
Test_177,5.525790935934083e-10,1.1091442502220161e-06,6.84979806209185e-09,0.999998927116394
Test_178,2.1557044344033827e-12,3.311447827059055e-08,1.7148513165032853e-10,1.0
Test_179,5.934973401622301e-08,0.0003645487886387855,0.9968787431716919,0.002756692934781313
Test_180,1.6826272997150227e-07,0.10946983844041824,0.8905293941497803,6.389850568666589e-07
Test_181,6.731584734076534e-11,0.00016060294001363218,1.0733457456169049e-09,0.9998394250869751
Test_182,2.319628933378226e-08,0.007694791536778212,0.9922972321510315,7.968423233251087e-06
Test_183,0.9999967813491821,1.314271457886207e-06,5.575798667223353e-08,1.84788666501845e-06
Test_184,0.12788136303424835,1.962011810974218e-05,0.00037671616883017123,0.8717222809791565
Test_185,2.543396931287134e-06,0.030908377841114998,9.847080218605697e-05,0.9689906239509583
Test_186,1.7798809892610734e-07,0.004888984840363264,9.913901521940716e-08,0.9951106905937195
Test_187,1.0835621543905591e-14,2.732361110702186e-07,0.9999997615814209,5.929282759220555e-11
Test_188,1.0869961181159127e-11,4.417763221908899e-08,1.0,3.3049108338900623e-08
Test_189,0.9999912977218628,1.6535540225959267e-07,2.4466299919367884e-07,8.298456123156939e-06
Test_190,0.00033701382926665246,0.00342755694873631,0.9961399435997009,9.544299973640591e-05
Test_191,9.955438144970685e-05,0.1451430320739746,0.8544142842292786,0.0003431609075050801
Test_192,0.0019125434337183833,0.000898702593985945,0.9971297383308411,5.913174391025677e-05
Test_193,2.7564346204850265e-12,8.123686711769551e-06,0.9999918937683105,2.0022237201544613e-09
Test_194,6.089423187916054e-09,0.8972694277763367,0.10273033380508423,2.3748960131797503e-07
Test_195,0.003062671748921275,0.9969346523284912,8.098050443550164e-07,1.8228784028906375e-06
Test_196,3.232698645661003e-06,0.9473080635070801,0.001261316705495119,0.05142730847001076
Test_197,9.038384973791835e-08,0.07554028928279877,0.8225555419921875,0.10190406441688538
Test_198,0.0004930070135742426,0.0018242289079353213,9.806855086935684e-05,0.9975847005844116
Test_199,0.0028657473158091307,0.00017802570073399693,0.9645954370498657,0.03236081451177597
Test_200,4.533351471991409e-09,8.786137755123491e-07,0.9999991655349731,5.74417535759153e-09
Test_201,7.52531703618331e-10,2.084913603539462e-06,7.005839464113706e-09,0.9999979734420776
Test_202,7.627917741892531e-10,0.01539298053830862,0.9844266772270203,0.00018042116425931454
Test_203,6.384361789235626e-11,0.002630425151437521,0.9973695278167725,3.1936462363546525e-08
Test_204,2.5874231823763694e-07,6.389586633304134e-05,1.4326398911634897e-07,0.9999357461929321
Test_205,3.1307615699915914e-07,4.69229507871205e-06,5.9106668004460516e-08,0.9999949932098389
Test_206,2.138670573970103e-08,1.0122303137904964e-05,1.3358897987814089e-08,0.9999898672103882
Test_207,1.3331118431381128e-09,5.627213340630988e-06,0.9999419450759888,5.239942402113229e-05
Test_208,0.0013235417427495122,0.9550285935401917,0.00034114005393348634,0.0433068685233593
Test_209,4.873982162014118e-16,5.6276436843916144e-09,1.0,3.131185631957689e-13
Test_210,3.4259746151121817e-09,7.568806904600933e-05,4.7989715312724e-08,0.9999243021011353
Test_211,3.1886295914773655e-07,0.9984012246131897,0.0015352355549111962,6.31916118436493e-05
Test_212,9.307061440367507e-16,1.1280107842801326e-13,1.0,3.9371761631472747e-16
Test_213,6.155513574412907e-07,0.48247185349464417,0.5174903869628906,3.7186586268944666e-05
Test_214,5.029306832105007e-11,2.7467834673444713e-09,1.0,2.506607421626228e-11
Test_215,0.0020628804340958595,0.010123757645487785,7.977651875989977e-06,0.9878053665161133
Test_216,0.9999995231628418,5.937449998327793e-08,4.012224508187501e-07,4.023200261826787e-08
Test_217,3.7050953416439825e-09,1.3150613995094318e-05,1.752358613771321e-08,0.9999868869781494
Test_218,0.999995231628418,2.231082021353359e-07,1.013797486848489e-06,3.502185791148804e-06
Test_219,0.00018870159692596644,3.997265025645902e-07,0.9998107552528381,1.0429099717157442e-07
Test_220,4.3399034366231604e-10,8.459997502541228e-08,1.914337666164556e-08,0.9999998807907104
Test_221,0.12551961839199066,0.004292497411370277,2.8253287382540293e-05,0.8701596856117249
Test_222,1.3158997225204416e-09,2.8460959811127395e-08,0.9999852180480957,1.4748106877959799e-05
Test_223,8.708910814725357e-10,6.34615730632504e-07,0.9999994039535522,1.820168349375706e-09
Test_224,0.6747372150421143,1.971850906556938e-06,0.32094806432724,0.004312771372497082
Test_225,0.999998927116394,7.764225529172109e-08,3.093676639309706e-07,5.880634716959321e-07
Test_226,6.517077508760849e-06,0.04361160099506378,0.9563807845115662,1.188021087727975e-06
Test_227,6.254523893294223e-15,1.9891547253791941e-07,3.2010277675048604e-13,0.9999997615814209
Test_228,1.528432737576085e-17,1.9859062311278208e-11,1.0,1.3222452180809197e-15
Test_229,1.297992646698276e-08,0.00029940667445771396,0.9996994733810425,1.250611262548773e-06
Test_230,0.0016856052679941058,0.000486310658743605,1.955376319529023e-06,0.9978261590003967
Test_231,1.13657305789161e-09,9.964736591427936e-07,4.605458792106276e-10,0.9999990463256836
Test_232,0.9999966621398926,4.823065946624183e-09,3.062391670027864e-06,2.218262267206228e-07
Test_233,0.9411589503288269,0.003735089208930731,5.523916115635075e-06,0.05510040372610092
Test_234,4.7609493236677736e-08,0.0002253482089145109,4.246009055464128e-08,0.9997746348381042
Test_235,5.256238153061865e-11,0.0001495004544267431,2.2435289737110509e-10,0.9998505115509033
Test_236,1.3974520697956905e-05,0.011203508824110031,0.9880917072296143,0.0006907921633683145
Test_237,1.1633264875854366e-06,0.009717511013150215,2.8156502594356425e-05,0.9902530908584595
Test_238,4.216667015555231e-09,0.0340525321662426,0.9659417271614075,5.7058341553783976e-06
Test_239,4.309140544389578e-10,0.00011194466060260311,0.9998880624771118,4.654845753293557e-08
Test_240,2.1112902537367972e-09,0.003099330933764577,0.9969005584716797,1.754568046408167e-07
Test_241,3.4331587052405244e-12,1.648040779400617e-05,0.9999434947967529,4.0001603338168934e-05
Test_242,6.574172584805638e-05,0.018526101484894753,6.117765587987378e-05,0.9813469648361206
Test_243,0.9999958276748657,4.8935597796173624e-09,2.037012563960161e-06,2.114974677169812e-06
Test_244,1.49700980500711e-08,0.9791657328605652,0.00012335673091001809,0.020710917189717293
Test_245,0.0005069829639978707,0.10196642577648163,0.8975046277046204,2.189889710280113e-05
Test_246,8.775625625484507e-13,9.73259489001066e-07,1.445274316891343e-10,0.9999990463256836
Test_247,1.711351634676398e-14,3.847667784384612e-08,3.6277735373027586e-13,1.0
Test_248,4.325941063143546e-06,0.6837319731712341,3.307762381155044e-05,0.3162305951118469
Test_249,4.5549541027867235e-06,0.2679883539676666,0.7155566215515137,0.016450410708785057
Test_250,0.9999663829803467,9.118468369706534e-06,2.379081524850335e-05,7.885114428063389e-07
Test_251,0.9905325174331665,0.0003281214158050716,2.1383513740147464e-05,0.009117883630096912
Test_252,9.737188269229313e-13,7.73645325580219e-09,1.0,2.9850445032453266e-11
Test_253,0.0006817338289692998,0.2253459393978119,0.0005661979084834456,0.7734062075614929
Test_254,3.2538552408034604e-10,2.1510693386517232e-06,1.1844482859790784e-11,0.9999978542327881
Test_255,2.1990834397911385e-07,0.0005865003331564367,1.7886881664708199e-07,0.999413013458252
Test_256,1.6622468734794893e-08,6.158470114314696e-06,2.1644368519702084e-09,0.9999938011169434
Test_257,6.925892082065843e-10,4.6040862798690796e-05,0.9999539852142334,2.10861481053648e-10
Test_258,0.0008790692663751543,0.9760714769363403,0.012669981457293034,0.01037947554141283
Test_259,0.09077921509742737,3.535517316777259e-05,0.013376705348491669,0.8958088159561157
Test_260,4.757005456212937e-09,8.751791824579414e-07,6.848555611504992e-10,0.9999991655349731
Test_261,5.527925894810437e-10,2.945318655633855e-08,0.9999998807907104,8.445358901099098e-08
Test_262,9.410631995887542e-11,9.868492270470597e-06,7.502924670443889e-11,0.9999901056289673
Test_263,0.999568521976471,1.8969476514030248e-05,1.1366278158675414e-05,0.00040121329948306084
Test_264,0.9949483871459961,0.0011279033496975899,0.003357087727636099,0.0005665388307534158
Test_265,9.814320911516461e-09,5.470004111884919e-07,0.9999994039535522,3.478385288135932e-11
Test_266,1.2138046123766344e-10,2.8001968530588783e-06,4.1769623870813177e-10,0.9999972581863403
Test_267,0.9999991655349731,8.336038526124412e-10,3.518110247568984e-08,8.36688172967115e-07
Test_268,5.252306891634362e-07,0.9986767172813416,0.0012991535477340221,2.365806903981138e-05
Test_269,0.9954160451889038,1.7676151401246898e-05,6.66039204588742e-06,0.004559663590043783
Test_270,3.7220728721365504e-09,0.0005109629710204899,3.09003738152569e-08,0.9994890689849854
Test_271,0.00044663099106401205,8.363100641872734e-05,4.427701696840813e-06,0.99946528673172
Test_272,0.00030603937921114266,0.38934212923049927,0.603266179561615,0.007085734978318214
Test_273,0.9999998807907104,3.998507480673652e-08,1.4641519108238299e-09,6.032276189671393e-08
Test_274,1.263194437939319e-08,6.523380579892546e-05,0.9999136924743652,2.1079922589706257e-05
Test_275,9.48149900068529e-05,0.32628217339515686,0.670369565486908,0.003253490896895528
Test_276,1.0985569787180793e-08,0.00011068269668612629,9.137898615563245e-08,0.9998891353607178
Test_277,0.0517868734896183,0.18033450841903687,0.008474144153296947,0.7594044804573059
Test_278,9.468250627975294e-10,4.0700901990931015e-06,1.188156417697428e-08,0.9999959468841553
Test_279,4.313333717975709e-11,5.244530984782614e-05,0.9999475479125977,2.4856496860792276e-09
Test_280,5.733403682373073e-11,5.192288554667357e-08,1.5817179163657435e-11,1.0
Test_281,9.491419872276197e-10,5.681768016074784e-05,1.1326509730125167e-09,0.9999431371688843
Test_282,1.5040106049468704e-08,0.9943713545799255,8.16565898276167e-06,0.005620491225272417
Test_283,9.585020279700984e-07,0.0015827590832486749,0.9984140396118164,2.314120592927793e-06
Test_284,7.170809226408892e-07,5.188271461520344e-05,0.9999350309371948,1.23503914437606e-05
Test_285,1.208702724397881e-05,4.492607786232838e-06,8.806443361208949e-07,0.9999825954437256
Test_286,5.279719803713556e-12,2.7162892024534813e-07,9.18079084977208e-11,0.9999997615814209
Test_287,0.0009594919974915683,0.020798087120056152,0.9292782545089722,0.048964161425828934
Test_288,4.429432098884689e-10,4.277710831956938e-05,7.74176385220926e-08,0.9999570846557617
Test_289,7.376806549505913e-14,2.1255370086237235e-07,1.58980131576697e-12,0.9999997615814209
Test_290,1.3440725095403838e-11,5.525029791897396e-06,0.9999945163726807,1.4703428474760472e-09
Test_291,6.477291034263921e-13,1.2552756611938776e-09,1.0,8.509234983300473e-10
Test_292,0.9858754277229309,1.8794524294207804e-05,0.0004758955037686974,0.013629832305014133
Test_293,4.588093888645804e-14,4.561866440155882e-09,1.0,4.3665943257054085e-12
Test_294,0.00014852019376121461,0.0006393344374373555,0.9986811280250549,0.0005310284323059022
Test_295,6.091947568620526e-08,2.615731204969052e-07,0.9999994039535522,2.624734349865321e-07
Test_296,0.00037844525650143623,0.0033655043225735426,0.8959282040596008,0.10032783448696136
Test_297,5.434650507396555e-10,7.080395880620927e-05,1.3839114298974664e-09,0.9999291896820068
Test_298,1.0165392833050291e-10,0.0017230788944289088,0.9982755184173584,1.3899270925321616e-06
Test_299,0.00013276870595291257,0.45101431012153625,0.3873719573020935,0.16148103773593903
Test_300,0.9368065595626831,5.789308124803938e-05,0.029169151559472084,0.03396639600396156
Test_301,0.9980504512786865,0.0005233368719927967,2.4956494598882273e-05,0.0014012736501172185
Test_302,1.2769912731414035e-11,4.406803418532945e-05,1.7360514414921369e-10,0.9999558925628662
